642014,"Sung","Weeler","Florina"
2958979,"Tamara","Schoenborn","Alexandro"
7448542,"Hung","Figurelli","Kalamata"
13544704,"Maire","Tibbit","Rethymno"
1624402,"Johnette","Neth","Thessalon"
4233143,"Luz","Monsegur","Kalyvia T"
2038761,"Yang","Dieffenbacher","Alexandro"
10613780,"Ena","Ludvigson","Pefki"
7682046,"Odell","Helem","Paiania"
1595599,"Erna","Lackage","Kaisarian"
8673812,"Na","Vecchi","Vyronas"
10695205,"Olene","Tuzzo","Metamorfo"
13475779,"Demetrius","Gibney","Keratsini"
1246349,"Sung","Cregan","Kalamaria"
10593965,"Jordon","Llorca","Korydallo"
12816704,"Rocco","Gaisford","Xanthi"
5574993,"Verena","Gerry","Voula"
11465852,"Tonie","Stetzenbach","Ilio"
1600408,"Clarice","Beu","Alexandro"
3329966,"Jeromy","Michel","Agios Ioa"
5935693,"Byron","Jacox","Drama"
4698998,"Carmelina","Cutwright","Edessa"
11937520,"Mose","Lowber","Kavala"
3387403,"Austin","Staiano","Palaio Fa"
7761899,"Ivey","Niemiec","Galatsi"
9855030,"Rodrick","Wolfman","Agia Varv"
11903588,"Lara","Eudy","Arta"
12323862,"Brandy","Mems","Tavros"
8024618,"Chi","Ence","Aspropyrg"
3226585,"Sydney","Seminario","Ioannina"
6965343,"Phillip","Taualii","Kalamaria"
11008479,"Amina","Sheil","Nikaia"
10160377,"Kirsten","Cheadle","Karditsa"
7795347,"Fawn","Mckray","Nikaia"
13222961,"Janiece","Cavrak","Glyka Ner"
10095031,"Han","Lady","Xanthi"
10258537,"Chun","Steimer","Melissia"
10614843,"Maris","Difalco","Ialysos"
13927231,"Kelvin","Presutti","Efkarpia"
7268325,"Odell","Niblack","Cholargos"
14289946,"Loren","Dante","Piraeus"
3198675,"Ngan","Molleur","Voula"
10923489,"Leisa","Eno","Pallini"
1610164,"Trista","Strock","Egaleo"
6584860,"Fatimah","Stergios","Efkarpia"
10876268,"Oliver","Chalker","Orestiada"
9753726,"Carley","Tara","Argyroupo"
6167354,"Jeneva","Elmaghrabi","Sykies"
9978450,"Antonio","Ohme","Edessa"
7679791,"Laurena","Bekhit","Drapetson"
4414552,"Camille","Santomauro","Vari"
3527295,"Zenaida","Glazier","Pyrgos"
13093066,"Syreeta","Jacox","Perama"
6057770,"Pedro","Fredericksen","Nafplio"
9401647,"Darline","Aldous","Papagou"
2720973,"Rafaela","Falkowski","Kilkis"
8699646,"Arden","Kneefe","Lamia"
12561232,"Carlos","Richberg","Chalandri"
1285856,"Elvera","Lundgreen","Pefka"
6337927,"Brian","Klinge","Nea Alika"
7753073,"Mariel","Graben","Ierapetra"
8066780,"Jazmin","Eaton","Gerakas"
5128136,"Johnie","Oh","Kos"
3687765,"Krishna","Cryar","Mytilene"
1620602,"Ena","Uhyrek","Keratsini"
13909142,"Valentin","Krolikowski","Neo Psych"
1584605,"Kala","Negri","Aspropyrg"
2661474,"Cora","Struss","Missolong"
8951636,"Antonette","Spradley","Rafina"
11174815,"Rodrick","Gillmor","Kaisarian"
4407142,"Sharon","Hafer","Ioannina"
8183103,"Cordie","Cherny","Veria"
3953803,"Eliz","Schreurs","Nea Smyrn"
2689503,"Rebbeca","Yosten","Artemis"
2368200,"Lincoln","Goettsche","Chalandri"
11855015,"Brain","Sieminski","Peraia"
4665733,"Philomena","Llorca","Agios Dim"
10796653,"Zola","Timpe","Palaio Fa"
1923949,"Lisa","Piccone","Kalyvia T"
7607709,"Tiera","Schrecker","Mandra"
4938202,"Svetlana","Mamon","Keratsini"
10491151,"Thresa","Calhoon","Ilioupoli"
5573578,"Socorro","Wms","Keratsini"
12884279,"So","Wolfgang","Kastoria"
10550499,"Louanne","Harres","Melissia"
13758295,"Burton","Nantz","Chania"
940513,"Lupe","Oharra","Kozani"
4005068,"Emely","Chhan","Heraklion"
3972898,"Scottie","Polston","Egaleo"
4825354,"Sung","Rush","Thessalon"
3117179,"Tiana","Levitre","Chalcis"
2167969,"Eustolia","Tomasini","Paiania"
7522293,"Kazuko","Sheirich","Metamorfo"
9464787,"Debroah","Caddell","Zografou"
6818134,"Judi","Chestnutt","Thessalon"
11425351,"Faustina","Cantave","Livadeia"
5666480,"Cherish","Neel","Orestiada"
13788734,"Fausto","Blondell","Trikala"
9643552,"Hillary","Nappier","Nea Filad"
5322290,"Hosea","Camero","Naousa"
2803744,"Long","Ziebold","Agios Ioa"
11835224,"Burl","Riskalla","Kalamata"
9418506,"Sun","Coatsworth","Florina"
7645967,"Misha","Scheib","Agios Ioa"
8913810,"Athena","Alvira","Chaidari"
4615831,"Gil","Garrington","Tavros"
